question;id;element_id;answer_start;answer
Wer sucht nach einem Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche?;jo100000400148;7;0;NKD Deutschland GmbH
Welche Firma stellt Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche  an?;jo100000400149;7;0;NKD Deutschland GmbH
Wie heisst die Firma die einen Job als Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche anbietet?;jo100000400150;7;0;NKD Deutschland GmbH
Nenne die Firma, die eine Stelle als Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche bewirbt.;jo100000400151;7;0;NKD Deutschland GmbH
Was für einen Job bietet NKD Deutschland GmbH an?;jo100000400152;6;0;Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche
Als was kann ich bei NKD Deutschland GmbH arbeiten?;jo100000400153;6;0;Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche
Wonach sucht NKD Deutschland GmbH?;jo100000400154;6;0;Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche
Wen stellt NKD Deutschland GmbH ein?;jo100000400155;6;0;Verkäuferin / Verkäufer (m/w/d) in Teilzeit 15 Std./Woche
In welchem Ort ist der Job Mitarbeiter für die Reinigung von Arztpraxen ?;jo100000400156;23;0;Berlin
Wo ist der Job Mitarbeiter für die Reinigung von Arztpraxen ?;jo100000400157;23;0;Berlin
Wo kann man als Mitarbeiter für die Reinigung von Arztpraxen arbeiten?;jo100000400158;23;0;Berlin
Wo gibt es Arbeit als Mitarbeiter für die Reinigung von Arztpraxen?;jo100000400159;23;0;Berlin
Wer sucht nach einem Mitarbeiter für die Reinigung von Arztpraxen?;jo100000400160;22;0;Barbara Senn Housekeeping
Welche Firma stellt Mitarbeiter für die Reinigung von Arztpraxen an?;jo100000400161;22;0;Barbara Senn Housekeeping
Wie heisst die Firma die einen Job als Mitarbeiter für die Reinigung von Arztpraxen anbietet?;jo100000400162;22;0;Barbara Senn Housekeeping
Nenne die Firma, die eine Stelle als Mitarbeiter für die Reinigung von Arztpraxen bewirbt.;jo100000400163;22;0;Barbara Senn Housekeeping
Was für einen Job bietet Barbara Senn Housekeeping an?;jo100000400164;21;0;Mitarbeiter für die Reinigung von Arztpraxen
Als was kann ich bei Barbara Senn Housekeeping arbeiten?;jo100000400165;21;0;Mitarbeiter für die Reinigung von Arztpraxen
Wonach sucht Barbara Senn Housekeeping?;jo100000400166;21;0;Mitarbeiter für die Reinigung von Arztpraxen
Wen stellt Barbara Senn Housekeeping ein?;jo100000400167;21;0;Mitarbeiter für die Reinigung von Arztpraxen
In welchem Ort ist der Job Kaufmännischer Sachbearbeiter (m/w/d)?;jo100000400168;38;0;Lübeck - Schlutup
Wo ist der Job Kaufmännischer Sachbearbeiter (m/w/d)?;jo100000400169;38;0;Lübeck - Schlutup
Wo kann man als Kaufmännischer Sachbearbeiter (m/w/d) arbeiten?;jo100000400170;38;0;Lübeck - Schlutup
Wo gibt es Arbeit als Kaufmännischer Sachbearbeiter (m/w/d)?;jo100000400171;38;0;Lübeck - Schlutup
Wer sucht nach einem Kaufmännischer Sachbearbeiter (m/w/d) ?;jo100000400172;37;0;Raumausstattung Karl Trage
Welche Firma stellt Kaufmännischer Sachbearbeiter (m/w/d)  an?;jo100000400173;37;0;Raumausstattung Karl Trage
Wie heisst die Firma die einen Job als Kaufmännischer Sachbearbeiter (m/w/d)  anbietet?;jo100000400174;37;0;Raumausstattung Karl Trage
Nenne die Firma, die eine Stelle als Kaufmännischer Sachbearbeiter (m/w/d)  bewirbt.;jo100000400175;37;0;Raumausstattung Karl Trage
Was für einen Job bietet Raumausstattung Karl Trage an?;jo100000400176;36;0;Kaufmännischer Sachbearbeiter (m/w/d)
Als was kann ich bei Raumausstattung Karl Trage arbeiten?;jo100000400177;36;0;Kaufmännischer Sachbearbeiter (m/w/d)
Wonach sucht Raumausstattung Karl Trage?;jo100000400178;36;0;Kaufmännischer Sachbearbeiter (m/w/d)
Wen stellt Raumausstattung Karl Trage ein?;jo100000400179;36;0;Kaufmännischer Sachbearbeiter (m/w/d)
"In welchem Ort ist der Job Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken""?";jo100000400180;53;0;Neumünster, Holstein
"Wo ist der Job Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken""?";jo100000400181;53;0;Neumünster, Holstein
"Wo kann man als Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"" arbeiten?";jo100000400182;53;0;Neumünster, Holstein
"Wo gibt es Arbeit als Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken""?";jo100000400183;53;0;Neumünster, Holstein
"Wer sucht nach einem Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken""?";jo100000400184;52;0;Stadt Neumünster Öffentliche Verwaltung
"Welche Firma stellt Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"" an?";jo100000400185;52;0;Stadt Neumünster Öffentliche Verwaltung
"Wie heisst die Firma die einen Job als Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"" anbietet?";jo100000400186;52;0;Stadt Neumünster Öffentliche Verwaltung
"Nenne die Firma, die eine Stelle als Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"" bewirbt.";jo100000400187;52;0;Stadt Neumünster Öffentliche Verwaltung
Was für einen Job bietet Stadt Neumünster Öffentliche Verwaltung an?;jo100000400188;51;0;"Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"""
Als was kann ich bei Stadt Neumünster Öffentliche Verwaltung arbeiten?;jo100000400189;51;0;"Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"""
Wonach sucht Stadt Neumünster Öffentliche Verwaltung?;jo100000400190;51;0;"Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"""
Wen stellt Stadt Neumünster Öffentliche Verwaltung ein?;jo100000400191;51;0;"Leitung (m/w/d) Kulturbüro u. Kulturfestival ""Kunstflecken"""
In welchem Ort ist der Schweißer/in (m/w/d) gesucht!?;jo100000500192;8;0;Cunewalde
Wo ist der Job Schweißer/in (m/w/d) gesucht!?;jo100000500193;8;0;Cunewalde
Wo kann man als Schweißer/in (m/w/d) gesucht!?;jo100000500194;8;0;Cunewalde
Wo gibt es Arbeit als Schweißer/in (m/w/d) gesucht!?;jo100000500195;8;0;Cunewalde
Wer sucht nach einem Schweißer/in (m/w/d) gesucht!?;jo100000500196;7;0;Härtwig Maschinenbau GmbH & Co. KG
Welche Firma stellt Schweißer/in (m/w/d) gesucht! an?;jo100000500197;7;0;Härtwig Maschinenbau GmbH & Co. KG
Wie heisst die Firma die einen Job als Schweißer/in (m/w/d) gesucht! anbietet?;jo100000500198;7;0;Härtwig Maschinenbau GmbH & Co. KG
Nenne die Firma, die eine Stelle als Schwei?er/in (m/w/d) gesucht! bewirbt.;jo100000500199;7;0;Härtwig Maschinenbau GmbH & Co. KG
Was für einen Job bietet Härtwig Maschinenbau GmbH & Co. KG an?;jo100000500200;6;0;Schweißer/in (m/w/d) gesucht!
Als was kann ich bei Härtwig Maschinenbau GmbH & Co. KG arbeiten?;jo100000500201;6;0;Schweißer/in (m/w/d) gesucht!
Wonach sucht Härtwig Maschinenbau GmbH & Co. KG?;jo100000500202;6;0;Schweißer/in (m/w/d) gesucht!
Wen stellt Härtwig Maschinenbau GmbH & Co. KG ein?;jo100000500203;6;0;Schweißer/in (m/w/d) gesucht!
In welchem Ort ist der Job Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)?;jo100000500204;23;0;Göppingen - Voralb
Wo ist der Job Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)?;jo100000500205;23;0;Göppingen - Voralb
Wo kann man als Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d) arbeiten?;jo100000500206;23;0;Göppingen - Voralb
Wo gibt es Arbeit als Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)?;jo100000500207;23;0;Göppingen - Voralb
Wer sucht nach einem Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)?;jo100000500208;22;0;Härterei Technotherm GmbH & Co. KG
Welche Firma stellt Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d) an?;jo100000500209;22;0;Härterei Technotherm GmbH & Co. KG
Wie heisst die Firma die einen Job als Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d) anbietet?;jo100000500210;22;0;Härterei Technotherm GmbH & Co. KG
Nenne die Firma, die eine Stelle als Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d) bewirbt.;jo100000500211;22;0;Härterei Technotherm GmbH & Co. KG
Was für einen Job bietet Härterei Technotherm GmbH & Co. KG an?;jo100000500212;21;0;Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)
Als was kann ich bei Härterei Technotherm GmbH & Co. KG arbeiten?;jo100000500213;21;0;Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)
Wonach sucht Härterei Technotherm GmbH & Co. KG?;jo100000500214;21;0;Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)
Wen stellt Härterei Technotherm GmbH & Co. KG ein?;jo100000500215;21;0;Elektroniker Betriebstechnik /Automatisierungstechnik (m/w/d)
In welchem Ort ist der Job Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht?;jo100000500216;38;0;Duisburg
Wo ist der Job Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht?;jo100000500217;38;0;Duisburg
Wo kann man als Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht arbeiten?;jo100000500218;38;0;Duisburg
Wo gibt es Arbeit als Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht ?;jo100000500219;38;0;Duisburg
Wer sucht nach einem Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht?;jo100000500220;37;0;Evangelischer Kirchenkreis Dinslaken
Welche Firma stellt Koch Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht an?;jo100000500221;37;0;Evangelischer Kirchenkreis Dinslaken
Wie heisst die Firma die einen Job als Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht anbietet?;jo100000500222;37;0;Evangelischer Kirchenkreis Dinslaken
Nenne die Firma, die eine Stelle als Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht bewirbt.;jo100000500223;37;0;Evangelischer Kirchenkreis Dinslaken
Was für einen Job bietet Evangelischer Kirchenkreis Dinslaken an?;jo100000500224;36;0;Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht
Als was kann ich bei Evangelischer Kirchenkreis Dinslaken arbeiten?;jo100000500225;36;0;Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht
Wonach sucht Evangelischer Kirchenkreis Dinslaken?;jo100000500226;36;0;Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht
Wen stellt Evangelischer Kirchenkreis Dinslaken ein?;jo100000500227;36;0;Erzieher (m/w/d) für unsere Ökumen.Kita Wehofen gesucht
In welchem Ort ist der Job Kaufmann/-frau im Automobilbereich (m/w/d) ?;jo100000500228;53;0;Kassel, Hessen
Wo ist der Job Kaufmann/-frau im Automobilbereich (m/w/d) ?;jo100000500229;53;0;Kassel, Hessen
Wo kann man als Kaufmann/-frau im Automobilbereich (m/w/d) arbeiten?;jo100000500230;53;0;Kassel, Hessen
Wo gibt es Arbeit als Kaufmann/-frau im Automobilbereich (m/w/d) ?;jo100000500231;53;0;Kassel, Hessen
Wer sucht nach einem Kaufmann/-frau im Automobilbereich (m/w/d) ?;jo100000500232;52;0;Auto-Schubert-Gießen GmbH
Welche Firma stellt Kaufmann/-frau im Automobilbereich (m/w/d) an?;jo100000500233;52;0;Auto-Schubert-Gießen GmbH
Wie heisst die Firma die einen Job als Kaufmann/-frau im Automobilbereich (m/w/d) anbietet?;jo100000500234;52;0;Auto-Schubert-Gießen GmbH
Nenne die Firma, die eine Stelle als Kaufmann/-frau im Automobilbereich (m/w/d) bewirbt.;jo100000500235;52;0;Auto-Schubert-Gießen GmbH
Was für einen Job bietet Auto-Schubert-Gießen GmbH an?;jo100000500236;51;0;Kaufmann/-frau im Automobilbereich (m/w/d)
Als was kann ich bei Auto-Schubert-Gießen GmbH arbeiten?;jo100000500237;51;0;Kaufmann/-frau im Automobilbereich (m/w/d)
Wonach sucht Auto-Schubert-Gießen GmbH?;jo100000500238;51;0;Kaufmann/-frau im Automobilbereich (m/w/d)
Wen stellt Auto-Schubert-Gießen GmbH ein?;jo100000500239;51;0;Kaufmann/-frau im Automobilbereich (m/w/d)
In welchem Ort ist der Job Maler (m/w/d)?;jo100000600240;8;0;Suhl
Wo ist der Job Maler (m/w/d)?;jo100000600241;8;0;Suhl
Wo kann man als Maler (m/w/d) arbeiten?;jo100000600242;8;0;Suhl
Wo gibt es Arbeit als Maler (m/w/d)?;jo100000600243;8;0;Suhl
Wer sucht nach einem Maler (m/w/d)?;jo100000600244;7;0;AlphaConsult Premium GmbH
Welche Firma stellt Maler (m/w/d) an?;jo100000600245;7;0;AlphaConsult Premium GmbH
Wie heisst die Firma die einen Job als Maler (m/w/d) anbietet?;jo100000600246;7;0;AlphaConsult Premium GmbH
Nenne die Firma, die eine Stelle als Maler (m/w/d) bewirbt.;jo100000600247;7;0;AlphaConsult Premium GmbH
Was für einen Job bietet AlphaConsult Premium GmbH an?;jo100000600248;6;0;Maler (m/w/d)
Als was kann ich bei AlphaConsult Premium GmbH arbeiten?;jo100000600249;6;0;Maler (m/w/d)
Wonach sucht AlphaConsult Premium GmbH?;jo100000600250;6;0;Maler (m/w/d)
Wen stellt AlphaConsult Premium GmbH ein?;jo100000600251;6;0;Maler (m/w/d)
In welchem Ort ist der Job Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)?;jo100000600252;23;0;Lehre
Wo ist der Job Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)?;jo100000600253;23;0;Lehre
Wo kann man als Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System) arbeiten?;jo100000600254;23;0;Lehre
Wo gibt es Arbeit als Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)?;jo100000600255;23;0;Lehre
Wer sucht nach einem Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)?;jo100000600256;22;0;Personal Service PSH Wolfsburg GmbH
Welche Firma stellt Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System) an?;jo100000600257;22;0;Personal Service PSH Wolfsburg GmbH
Wie heisst die Firma die einen Job als Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System) anbietet?;jo100000600258;22;0;Personal Service PSH Wolfsburg GmbH
Nenne die Firma, die eine Stelle als Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System) bewirbt.;jo100000600259;22;0;Personal Service PSH Wolfsburg GmbH
Was für einen Job bietet Personal Service PSH Wolfsburg GmbH an?;jo100000600260;21;0;Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)
Als was kann ich bei Personal Service PSH Wolfsburg GmbH arbeiten?;jo100000600261;21;0;Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)
Wonach sucht Personal Service PSH Wolfsburg GmbH?;jo100000600262;21;0;Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)
Wen stellt Personal Service PSH Wolfsburg GmbH ein?;jo100000600263;21;0;Gabelstaplerfahrer/Kommissionierer m/w/d für HOCHREGAL in Lehre (3-Schicht-System)
In welchem Ort ist der Job Staplerfahrer (m/w/d) ab 14 €?;jo100000600264;38;0;Zwiesel
Wo ist der Job Staplerfahrer (m/w/d) ab 14 €?;jo100000600265;38;0;Zwiesel
Wo kann man als Staplerfahrer (m/w/d) ab 14 € arbeiten?;jo100000600266;38;0;Zwiesel
Wo gibt es Arbeit als Staplerfahrer (m/w/d) ab 14 €?;jo100000600267;38;0;Zwiesel
Wer sucht nach einem Staplerfahrer (m/w/d) ab 14 €?;jo100000600268;37;0;Unique Personalservice GmbH NL Regen
Welche Firma stellt Staplerfahrer (m/w/d) ab 14 € an?;jo100000600269;37;0;Unique Personalservice GmbH NL Regen
Wie heisst die Firma die einen Job als Staplerfahrer (m/w/d) ab 14 € anbietet?;jo100000600270;37;0;Unique Personalservice GmbH NL Regen
Nenne die Firma, die eine Stelle als Staplerfahrer (m/w/d) ab 14 € bewirbt.;jo100000600271;37;0;Unique Personalservice GmbH NL Regen
Was für einen Job bietet Unique Personalservice GmbH NL Regen an?;jo100000600272;36;0;Staplerfahrer (m/w/d) ab 14 €
Als was kann ich bei Unique Personalservice GmbH NL Regen?;jo100000600273;36;0;Staplerfahrer (m/w/d) ab 14 €
Wonach sucht Unique Personalservice GmbH NL Regen?;jo100000600274;36;0;Staplerfahrer (m/w/d) ab 14 €
Wen stellt Unique Personalservice GmbH NL Regen ein?;jo100000600275;36;0;Staplerfahrer (m/w/d) ab 14 €
In welchem Ort ist der Job Restaurant-Mitarbeiter:in - VZ?;jo100000600276;53;0;Meißen, Sachsen
Wo ist der Job Restaurant-Mitarbeiter:in - VZ?;jo100000600277;53;0;Meißen, Sachsen
Wo kann man als Restaurant-Mitarbeiter:in - VZ arbeiten?;jo100000600278;53;0;Meißen, Sachsen
Wo gibt es Arbeit als Restaurant-Mitarbeiter:in - VZ?;jo100000600279;53;0;Meißen, Sachsen
Wer sucht nach einem Restaurant-Mitarbeiter:in - VZ?;jo100000600280;52;0;Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant
Welche Firma stellt Restaurant-Mitarbeiter:in - VZ an?;jo100000600281;52;0;Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant
Wie heisst die Firma die einen Job als Restaurant-Mitarbeiter:in - VZ anbietet?;jo100000600282;52;0;Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant
Nenne die Firma, die eine Stelle als Restaurant-Mitarbeiter:in - VZ bewirbt.;jo100000600283;52;0;Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant
Was für einen Job bietet Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant an?;jo100000600284;51;0;Restaurant-Mitarbeiter:in - VZ
Als was kann ich bei Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant arbeiten?;jo100000600285;51;0;Restaurant-Mitarbeiter:in - VZ
Wonach sucht Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant?;jo100000600286;51;0;Restaurant-Mitarbeiter:in - VZ
Wen stellt Willy Dany Restaurantbetriebs GmbH & Co. Service KG McDonald's Restaurant ein?;jo100000600287;51;0;Restaurant-Mitarbeiter:in - VZ